"Txhash","Blockno","UnixTimestamp","DateTime","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0xfc756461d7f86f58c643d69809c16e57a1a2da2aa52d9adfe0ea8d8c202c36a7","44867823","1688900496","2023-07-09 11:01:36","0x2288ea5e78cd93527a34ed532fa5bb5a81cf3698","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x95470dbb8fb51c1926d6f747cb05e5168cdee3d2e423723a5e463d7e2f17679d","44867910","1688900682","2023-07-09 11:04:42","0x7e91d6e4f0b2d7f2c4cc5abb14f21da1dd6d3639","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x7f741c1dba0671a5cbd6ff61804b7d73ed895ec193baad9e2291ad07bd964129","44868142","1688901178","2023-07-09 11:12:58","0xaf304c39093dfd6ce9082d0919c1296e5598b7f4","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x2806bd1cf877c61249e00f7f1ee89e2a36ebfb7f5b3843a2834e8f7b1039e89d","44868297","1688901508","2023-07-09 11:18:28","0xaf304c39093dfd6ce9082d0919c1296e5598b7f4","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa9be9b644f4933e9c6e24d26a2752072afa89005cc2c6d5ebb85629208e9d25d","44868968","1688902938","2023-07-09 11:42:18","0x0bf91840c2a1644d35e9c5fdd6037b85f674c149","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1b04fed980c44d1cf643918971a16e908c88bcd472d4e8789e9af5f7b0a95e42","44869539","1688904152","2023-07-09 12:02:32","0x95ce6c1f56f966cc24e80fef0e1444f65e84d633","0x8d58a40977e1f40ffaf383511046bc72047c8de9","4.8","$4.80","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x69a2beaa2c837e1fdb4e19c38f907aa0005d76ced16016d3565fe9cc2c2cb079","44869750","1688904602","2023-07-09 12:10:02","0x00a3ee271a53ac3adda7f00d97c9a0daf9712c58","0x8d58a40977e1f40ffaf383511046bc72047c8de9","225","$225.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0802cb4e41f0d08ec11829f8a42f2803b2207c1e40285d9a25f4b64e5b45e666","44869772","1688904648","2023-07-09 12:10:48","0x939ac93507739bc2bca1d9f8877a04d16192cb92","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1bac12b638ac0cb8eda9169a9fe30d9490822f95ab979e6a9e1d874d847fdb97","44869938","1688905002","2023-07-09 12:16:42","0xe60c08edc4e1d0f2aa4074658bdb0f40fe024291","0x8d58a40977e1f40ffaf383511046bc72047c8de9","2,690.01","$2,690.30","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xcd6a0344560a8412a134eab45f4c083cca74a538321d099b765b784f0992e57c","44869945","1688905016","2023-07-09 12:16:56","0x62e88dc9d1e073858569de2dc352d0ddd9f08d4f","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8c650a33a920705e92c0fdaced377cfe00f4167b046b3dae1acbbbe88327b51f","44870505","1688906206","2023-07-09 12:36:46","0x982047af93fb0d96f69f019be17bf6d55252a8e4","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x27d849c26515a76f4c9656da170feedf970cd062052b96d3adceef9386bd4df9","44870579","1688906364","2023-07-09 12:39:24","0x0bc9ca136596eb806f5b9c4814580b60251820f2","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x290fd16d0087bdc561cef9e26dd59243cb6b1b86e867b1a8cf8953f987af5d17","44871393","1688908098","2023-07-09 13:08:18","0x9dd279413c77d4254f99c39ae1a65e8b38cebc0b","0x8d58a40977e1f40ffaf383511046bc72047c8de9","216","$216.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xba14cdeb70b9141ba377e7d678ecd8259c571105d7ed554fa180a432fc86d32f","44872077","1688909552","2023-07-09 13:32:32","0xa1a1fb330da024f631d1983090e765a8ab23b6c1","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0108a324601472720b51ae1793cc8f4d5829250c22a7eae860d63867584b41b6","44872339","1688910111","2023-07-09 13:41:51","0x92a628c66700fefe0a60f30c1e94c8806eafdb6c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xdb9157e342fa0f0cee346d86f1fcf8483fa7e9c5c5a248bedbd29cf5cf05c80e","44872348","1688910129","2023-07-09 13:42:09","0xd39f205b43b25f828c08d49f64116fe36d40772d","0x8d58a40977e1f40ffaf383511046bc72047c8de9","108","$108.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xdac2eeea87e005d0fcab8ec056d5fde03297a5a8ceafe09fa7811242111b825f","44873217","1688911977","2023-07-09 14:12:57","0x3c981f7b2175ee30b1c51bd149e91b4ff3bb1189","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x67951c8f4c32c9f2b0a7d4858f7dd01c18333f5f76c793bf79c5dbc0317cb3ea","44873249","1688912045","2023-07-09 14:14:05","0xf34171b0606d93cdf903ee3a632bf6c99026fda9","0x8d58a40977e1f40ffaf383511046bc72047c8de9","90","$90.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x765efcba1d6e3f2fa36bd8075c13065f764c3206fc9f05977f6e0558743daef7","44873488","1688912566","2023-07-09 14:22:46","0xfb53f1e6ed658b8c59cf3e71180d91c9f7c69163","0x8d58a40977e1f40ffaf383511046bc72047c8de9","30","$30.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd82118f9f4dc18c94e71808717c8e89828f651be7607f03bc6e9b7805ec60186","44873992","1688913636","2023-07-09 14:40:36","0x4c890532e46b13c6d06a6f97c3cc9e3eb282b7af","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x6a78ffc042988c480be8e51ac4d8605290c1e52f1ec6e85a796c68df3e68ab13","44876121","1688918198","2023-07-09 15:56:38","0xcaff624b0f4525b8ef42c958de818bc515876abd","0x8d58a40977e1f40ffaf383511046bc72047c8de9","165","$165.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd8618e002fa62c2d77b54a64881df55baab217983976699b2db2b3b75f3bd81f","44876270","1688918514","2023-07-09 16:01:54","0xb8c1f8586625c34bc350546ac44603cd7916350d","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.12","$0.12","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x85c0905f4f4aded7283f0e12d92b7ffee09282499f279ef45d3f1f31f5348ca1","44876337","1688918658","2023-07-09 16:04:18","0x48a26293ed4ca2e35f444edbbe0b69fe79c89501","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.03","$0.03","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x2024cbdbc7ccfe4f4d0b0a2d5ff74317a752eec2625f22abfd4715eedc2b67e3","44876353","1688918692","2023-07-09 16:04:52","0xea593154deaaa5961b8a831120c0448882e75a7a","0x8d58a40977e1f40ffaf383511046bc72047c8de9","165","$165.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x798abc35881959d998d6b9bb5e9ad031477c1a41e71c3b84468cdad85911639d","44876393","1688918776","2023-07-09 16:06:16","0xea593154deaaa5961b8a831120c0448882e75a7a","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.9","$0.90","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x966310d6d8c8f36a70ee39036a80744664def5f66eeb6faa6adab8037824c37d","44876464","1688918928","2023-07-09 16:08:48","0xcaff624b0f4525b8ef42c958de818bc515876abd","0x8d58a40977e1f40ffaf383511046bc72047c8de9","3.75","$3.75","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xc751501e6adb0f98ecb51151b12baab974c7241e7e70201f1e7a61c596091bb1","44876584","1688919186","2023-07-09 16:13:06","0x01c271ee22f4fb923f3584d516e9f6f2552ad72a","0x8d58a40977e1f40ffaf383511046bc72047c8de9","3.3","$3.30","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xfdc1b1f92104e6ae17974294b18c2419ec2c6952a85d41c4b887e7ff00b8ec91","44878705","1688923737","2023-07-09 17:28:57","0x16e964c2e049fff3e5f3ac601271ee256523a969","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x537a03edef7e759528a8cb9e5c31fcfe2bfb36aba03a644dd01b9ff8ae0c6083","44881313","1688929395","2023-07-09 19:03:15","0xbebac990fd32fad369c801eb37721b5413910357","0x8d58a40977e1f40ffaf383511046bc72047c8de9","51","$51.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x14afd3a454ddbb06734325be0e31549c44302f4862d82535c280b93c1d4ac398","44881652","1688930147","2023-07-09 19:15:47","0x274e54e13ce09c0c7fa9999f4857ad389b0fbecf","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x275e9d14128e536a77085af054e76e61c9f65a945240a47acb910d6187493a83","44882012","1688930914","2023-07-09 19:28:34","0x2288ea5e78cd93527a34ed532fa5bb5a81cf3698","0x8d58a40977e1f40ffaf383511046bc72047c8de9","195","$195.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0d7b73251eb5e9ff52147021d58a305352a4b8a052f7c2472c0075eff0b31e88","44882225","1688931372","2023-07-09 19:36:12","0x86dc8fba07d77f2502433fccd323b3cc5ed078a8","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xf3cf6fe2f8c71a1c3d63c44ecf084333ecea18bc64da52ee8a2eed180a9df172","44882515","1688932016","2023-07-09 19:46:56","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0xa648572567d194921b9915a325201998ca8eaa7e","112,199","$112,211.10","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xf3770191f582430804f16f37bb1edfb253467fb157268e68b4d556eb094fd175","44882602","1688932200","2023-07-09 19:50:00","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0xa648572567d194921b9915a325201998ca8eaa7e","0.6","$0.60","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xed862c4d3ff7eb9196c440f96bd0ca9046f7a55137431118166ab8db65673ced","44882921","1688932878","2023-07-09 20:01:18","0xbc5c70a7ccfb6a66c5fe2c5c544d9ae4dfd1b0ba","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x608d688f3b200da6002627bf9b44bc30bb498bf3f2af4ca993f1aca0908dd252","44883074","1688933238","2023-07-09 20:07:18","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0xa648572567d194921b9915a325201998ca8eaa7e","0.03","$0.03","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0xa6fede50d52a9b927b6ccd0427138299abe6e3d8e5818f695e2982b7980146b7","44883482","1688934104","2023-07-09 20:21:44","0x22807d71aadedcb07f8c1457fe2a60795c449702","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x3f6772737af1977a7d0a80112dad5298e6e429620d8e1ea6e3ccb1d787d8d2de","44883553","1688934256","2023-07-09 20:24:16","0x289f2820f7b2eed08e6b64c93d4ad338afeb8902","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x25656d17b14985c506a4e89387812e68b98202b467a5021ed9347be9843bbff6","44884373","1688935999","2023-07-09 20:53:19","0x0f4493f9a783933758bc8cabeee88f912f3b08ed","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x91a5dbc976950b608f6ff4c6495e03b566e0ec6abd8ee43b3fa40b24c1f902df","44885521","1688938443","2023-07-09 21:34:03","0xaca90213a0bbfb903ba279271f9afa3cd51e8ca6","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1c496664cee296c40dfb0dd92f27e42e6729f9b6f6fb623c4795fcb66dec070c","44885923","1688939301","2023-07-09 21:48:21","0xaca90213a0bbfb903ba279271f9afa3cd51e8ca6","0x8d58a40977e1f40ffaf383511046bc72047c8de9","2.4","$2.40","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x2f39f04da34e2bf171d9118dfb081dc04b5811e3143b1f998db3e570ea71f4a8","44886907","1688941401","2023-07-09 22:23:21","0x50c7110f2b5d94ab0f98e684e64a569d17d1b5f2","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xb402edef39c9e6844277097306815c377cdf3ad09843ba3c9456a19a67bbd874","44887587","1688942877","2023-07-09 22:47:57","0xaca90213a0bbfb903ba279271f9afa3cd51e8ca6","0x8d58a40977e1f40ffaf383511046bc72047c8de9","2.16","$2.16","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x3f33cf8ce0a4c2a4c1a94eddcdd9a5e588cb114ba420922ff703d4fa734645c6","44887681","1688943077","2023-07-09 22:51:17","0xaca90213a0bbfb903ba279271f9afa3cd51e8ca6","0x8d58a40977e1f40ffaf383511046bc72047c8de9","1.65","$1.65","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1ece92f8e4da096f80152b734f7c02f3e170e56d3ec8e8572a53f9ad85e7456d","44888425","1688944660","2023-07-09 23:17:40","0xfd7ab0a7092a66a44133d619d398bb7f0b16e130","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0440d71d22dbcca068ab8f2f16547a9f4960d911b61f8b1bdf067161c7fa06f3","44890453","1688948979","2023-07-10 00:29:39","0x48a26293ed4ca2e35f444edbbe0b69fe79c89501","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.03","$0.03","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0x62fa76246016cdebadd152e7605a6a2718a5a4e559165e75a26f71234a694467","44890567","1688949225","2023-07-10 00:33:45","0x48a26293ed4ca2e35f444edbbe0b69fe79c89501","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.03","$0.03","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x78d92cd442b5cd54f4f23cc100f93be55923837e423803f04d8f56fde36d4f4d","44890612","1688949321","2023-07-10 00:35:21","0x48a26293ed4ca2e35f444edbbe0b69fe79c89501","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.03","$0.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x591a77e0f62c9a8613ee3daaff5911978a1e0721d84fca758072d287d444cab5","44890787","1688949695","2023-07-10 00:41:35","0x48a26293ed4ca2e35f444edbbe0b69fe79c89501","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.3","$0.30","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0xcd573db6b877c593c62c1c493f8271e2a97d40e284c12c825aa0aefbbbc4c719","44891545","1688951351","2023-07-10 01:09:11","0x5f5600927f747dc905d4f0ad25c701d5adeaae7c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0eb41e4547f91cc8fe694fbabd096e345ea8ccb392d420e64fa84ea7b3885ffc","44891590","1688951447","2023-07-10 01:10:47","0x5f5600927f747dc905d4f0ad25c701d5adeaae7c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x648841ccc89ff9b7f6d04fe48ceb0c82ac7545a78c68b4b1ff87dd3fd26505a0","44891648","1688951579","2023-07-10 01:12:59","0x5f5600927f747dc905d4f0ad25c701d5adeaae7c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","900","$899.93","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x18c3accb421e4fc0a3f00e8fb387046343a278c8f29c0b886962248ef368205a","44892538","1688953565","2023-07-10 01:46:05","0x8e1b8ff0e90b018090ff8a28013efa0bead50c2c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","12","$12.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x18c5c3c03fd20627208abaecd7ccd454896f2de17a7b83e4e3e6c77ec4dfc833","44893547","1688955751","2023-07-10 02:22:31","0x286cc3b1acad2676d4615b24dfff88b3fdc38d95","0x8d58a40977e1f40ffaf383511046bc72047c8de9","150","$149.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xbf01186128b08598e698a153d5810168f7167fce3914baf1432431aff167304e","44899712","1688969230","2023-07-10 06:07:10","0xb8c1f8586625c34bc350546ac44603cd7916350d","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.12","$0.12","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x8b9bd4dbf7735986edd6aa11b87fa3dcaf7eec643db6722c669349cfcfb2442b","44899824","1688969468","2023-07-10 06:11:08","0xa430ac9b692d0180be3fb143b6789d382b902c57","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$119.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xb8c2fa5f31ba6b8c4fb227e9472d940e1ce0217ecc92c6bf388f157259c9521e","44899845","1688969512","2023-07-10 06:11:52","0x290feb76efb1914de6925fd7730ea2e581cc7029","0x8d58a40977e1f40ffaf383511046bc72047c8de9","3","$3.00","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x3d425c7af54c8a74eb9fe6beb5dc59491593106b7881413a377105b6bd7854de","44899969","1688969776","2023-07-10 06:16:16","0x52277c9aacd8f9575aaccc6b9433fdddd7a21127","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$119.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x25b22b557143442ecb08300c1a99fdfe93dd5b98ec2a448b2601345957044f28","44900075","1688970000","2023-07-10 06:20:00","0xb60042850267cbb01d0c1cb1e741adcf774f6f01","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$119.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xda5ca2454a3f323131da8a4c705d40ceff729a9ee15ba57629a7583c99f5122f","44900170","1688970202","2023-07-10 06:23:22","0xf8b343c30fbcee52c3137edbcc8f255258424b70","0x8d58a40977e1f40ffaf383511046bc72047c8de9","3","$3.00","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0x3e441e5eefac66615a0a8d775a3ace9ca5e045d4a5e6f3c821bbd54a67ab37ac","44900261","1688970398","2023-07-10 06:26:38","0xf6feee08269e6761bed80ef7b836da42dabf0d29","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$119.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x10519b105e3c8edc59c7e0662aeb3682b30e63d16f17d9ed39fff59ecf586a65","44900380","1688970650","2023-07-10 06:30:50","0x2b610b86f3a6177a5365ec90e289442e7097a378","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$119.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xe6c521b9e72a0bac9b5f9dfffce946fae4352fb8f73edfc21697f34e1db6c1c6","44900481","1688970870","2023-07-10 06:34:30","0xd7726575564ad64164a62c9562b9d42c42daa3c4","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$119.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1fd913fa0767cb0c7273f0aa9990d1ab2a6117cb47103a0096641e95c1773f72","44900563","1688971072","2023-07-10 06:37:52","0x35f15a99486dcfd3d7335a1365c3b9356334a9c2","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$119.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xdd598b69b00f4be3ded2646111fd739d427a7c311514c6f7160566646376198e","44900650","1688971256","2023-07-10 06:40:56","0x016fe23e4beac7ab28fbc28aab680377e93e4fd9","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x134e086825ad2f2fb4ab5366712b78d868491557efc8425d38d621e4b74cac90","44900665","1688971288","2023-07-10 06:41:28","0x0f0b4ddcfa5f78839bad4fa7411d56077b1040bf","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$119.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x5bc6bc0f47ac29c1249d56f23fe3ed0929588d9a816c71e9cfffa1fe6731264b","44900917","1688971824","2023-07-10 06:50:24","0x23c8d6bfc8a026584018dfe7380350449befece3","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120.99","$120.98","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xb785046cfcda507a08ab5e67c35e2ab0f4014746d4b5a0008ed18f0d223c9c59","44902240","1688974793","2023-07-10 07:39:53","0xb8c1f8586625c34bc350546ac44603cd7916350d","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.12","$0.12","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x9a80399de6ae84712b670be17d2261f0f64779ae794dd858ac261bbbc5674b8b","44903082","1688976585","2023-07-10 08:09:45","0x2bbeb5c1cbf7e061e9278692002579c2307f8129","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa5f500e98cbfda6e5e43923ef0f9f9d1f697a5df56e2041d84d53d3ddeda7bf2","44905835","1688982635","2023-07-10 09:50:35","0x12b61457001c15dbbce99ce728ed5e7c2c290295","0x8d58a40977e1f40ffaf383511046bc72047c8de9","6","$6.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xfb0a0747618855c09348af2f41cbc987222108a053b1c8a2fb42160d6edb78cc","44906324","1688983705","2023-07-10 10:08:25","0xb96d7a658faa65901aa3bbd70c326d25d8e915b5","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$119.99","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x2e4a41986fe1f51977b56e53107b3e5025b831825b4592f8bde4d74cb1829785","44906964","1688985130","2023-07-10 10:32:10","0xbc3ba7fc9ead6a5ffbfaf149986dff3ff126967b","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xffa5425b26b18156cca4e97c4d17e696b59c37a1782187663ad438819a9a4f36","44907840","1688987035","2023-07-10 11:03:55","0x43dcb47b7354a4a56cd4f6f50b52a2ed03bca9e4","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8b09fcdda970b3ff4dc608e6684b0868beb62aeb47e24cc5f274a75a3a05e3b1","44908219","1688987875","2023-07-10 11:17:55","0x43dcb47b7354a4a56cd4f6f50b52a2ed03bca9e4","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x43411eca905db6984bc2ea26828ec42abc2410088e7b7db1c171438f1c5b2e8e","44908492","1688988456","2023-07-10 11:27:36","0xa1a1fb330da024f631d1983090e765a8ab23b6c1","0x8d58a40977e1f40ffaf383511046bc72047c8de9","210","$209.98","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
